hours-per-week,education,income,count_hours-per-week_education_income
5,9th,<=50K,4
12,9th,<=50K,4
43,9th,<=50K,4
25,Assoc-acdm,>50K,4
70,Assoc-acdm,>50K,4
12,Assoc-acdm,<=50K,4
56,Assoc-acdm,<=50K,4
99,Assoc-acdm,<=50K,4
8,Assoc-acdm,<=50K,4
52,Assoc-voc,>50K,4
32,Assoc-voc,>50K,4
80,Assoc-voc,>50K,4
15,Assoc-voc,>50K,4
24,Assoc-voc,>50K,4
20,Assoc-voc,>50K,4
5,Assoc-voc,<=50K,4
99,Assoc-voc,<=50K,4
99,Bachelors,>50K,4
33,Bachelors,<=50K,4
51,Bachelors,<=50K,4
99,Doctorate,>50K,4
80,Doctorate,>50K,4
36,Doctorate,>50K,4
55,Doctorate,<=50K,4
70,Doctorate,<=50K,4
35,Doctorate,<=50K,4
16,HS-grad,>50K,4
29,HS-grad,<=50K,4
98,HS-grad,<=50K,4
54,Masters,>50K,4
24,Masters,>50K,4
52,Masters,<=50K,4
24,Masters,<=50K,4
44,Masters,<=50K,4
46,Masters,<=50K,4
50,Preschool,<=50K,4
38,Prof-school,>50K,4
99,Prof-school,<=50K,4
65,Prof-school,<=50K,4
10,Prof-school,<=50K,4
46,Some-college,>50K,4
90,Some-college,>50K,4
58,Some-college,>50K,4
6,Some-college,>50K,4
18,Some-college,>50K,4
1,Some-college,<=50K,4
90,Some-college,<=50K,4
64,Some-college,<=50K,4
63,Some-college,<=50K,4
7,Some-college,<=50K,4
5,10th,<=50K,5
28,10th,<=50K,5
4,10th,<=50K,5
45,11th,>50K,5
3,11th,<=50K,5
37,11th,<=50K,5
49,11th,<=50K,5
52,11th,<=50K,5
43,11th,<=50K,5
8,12th,<=50K,5
15,1st-4th,<=50K,5
25,1st-4th,<=50K,5
55,5th-6th,<=50K,5
12,7th-8th,<=50K,5
80,7th-8th,<=50K,5
5,7th-8th,<=50K,5
44,9th,<=50K,5
70,9th,<=50K,5
42,9th,<=50K,5
42,Assoc-acdm,>50K,5
80,Assoc-acdm,>50K,5
30,Assoc-acdm,>50K,5
46,Assoc-acdm,<=50K,5
10,Assoc-acdm,<=50K,5
65,Assoc-acdm,<=50K,5
5,Assoc-acdm,<=50K,5
16,Assoc-acdm,<=50K,5
65,Assoc-voc,>50K,5
80,Assoc-voc,<=50K,5
52,Assoc-voc,<=50K,5
75,Assoc-voc,<=50K,5
46,Assoc-voc,<=50K,5
90,Bachelors,>50K,5
7,Bachelors,>50K,5
2,Bachelors,<=50K,5
75,Bachelors,<=50K,5
27,Bachelors,<=50K,5
25,Doctorate,>50K,5
30,Doctorate,>50K,5
99,Doctorate,<=50K,5
15,HS-grad,>50K,5
49,HS-grad,>50K,5
41,HS-grad,>50K,5
54,HS-grad,>50K,5
96,HS-grad,<=50K,5
9,HS-grad,<=50K,5
11,HS-grad,<=50K,5
64,HS-grad,<=50K,5
68,HS-grad,<=50K,5
36,Masters,>50K,5
8,Masters,>50K,5
37,Masters,>50K,5
2,Masters,>50K,5
8,Masters,<=50K,5
18,Masters,<=50K,5
25,Preschool,<=50K,5
75,Prof-school,>50K,5
36,Prof-school,>50K,5
47,Some-college,>50K,5
37,Some-college,>50K,5
24,Some-college,>50K,5
54,Some-college,>50K,5
41,Some-college,>50K,5
13,Some-college,<=50K,5
45,10th,>50K,6
99,10th,<=50K,6
6,10th,<=50K,6
17,11th,<=50K,6
28,11th,<=50K,6
4,11th,<=50K,6
22,11th,<=50K,6
10,5th-6th,<=50K,6
60,5th-6th,<=50K,6
15,5th-6th,<=50K,6
60,7th-8th,>50K,6
8,7th-8th,<=50K,6
75,7th-8th,<=50K,6
50,9th,>50K,6
55,9th,<=50K,6
60,9th,<=50K,6
10,9th,<=50K,6
37,9th,<=50K,6
20,Assoc-acdm,>50K,6
44,Assoc-acdm,>50K,6
56,Assoc-acdm,>50K,6
80,Assoc-acdm,<=50K,6
3,Assoc-acdm,<=50K,6
24,Assoc-acdm,<=50K,6
56,Assoc-voc,>50K,6
44,Assoc-voc,>50K,6
37,Assoc-voc,<=50K,6
8,Assoc-voc,<=50K,6
10,Bachelors,>50K,6
15,Bachelors,>50K,6
56,Bachelors,>50K,6
41,Bachelors,<=50K,6
20,Doctorate,>50K,6
37,HS-grad,>50K,6
66,HS-grad,<=50K,6
58,HS-grad,<=50K,6
47,Masters,>50K,6
46,Masters,>50K,6
99,Masters,<=50K,6
32,Masters,<=50K,6
80,Masters,<=50K,6
30,Preschool,<=50K,6
25,Prof-school,>50K,6
99,Prof-school,>50K,6
25,Prof-school,<=50K,6
30,Prof-school,<=50K,6
16,Prof-school,<=50K,6
84,Some-college,>50K,6
29,Some-college,<=50K,6
57,Some-college,<=50K,6
66,Some-college,<=50K,6
18,10th,<=50K,7
65,10th,<=50K,7
60,11th,>50K,7
23,11th,<=50K,7
60,12th,<=50K,7
24,12th,<=50K,7
50,1st-4th,<=50K,7
36,5th-6th,<=50K,7
70,7th-8th,<=50K,7
48,Assoc-acdm,>50K,7
38,Assoc-acdm,>50K,7
37,Assoc-acdm,<=50K,7
70,Assoc-acdm,<=50K,7
43,Assoc-acdm,<=50K,7
70,Assoc-voc,>50K,7
35,Assoc-voc,>50K,7
70,Assoc-voc,<=50K,7
56,Assoc-voc,<=50K,7
21,Bachelors,<=50K,7
3,Bachelors,<=50K,7
10,HS-grad,>50K,7
25,HS-grad,>50K,7
24,HS-grad,>50K,7
7,HS-grad,<=50K,7
78,HS-grad,<=50K,7
1,HS-grad,<=50K,7
13,HS-grad,<=50K,7
10,Masters,>50K,7
52,Masters,>50K,7
32,Masters,>50K,7
36,Masters,<=50K,7
80,Prof-school,<=50K,7
75,Some-college,>50K,7
10,Some-college,>50K,7
80,10th,<=50K,8
7,11th,<=50K,8
6,11th,<=50K,8
32,12th,<=50K,8
48,5th-6th,<=50K,8
55,7th-8th,<=50K,8
99,7th-8th,<=50K,8
35,Assoc-acdm,>50K,8
52,Assoc-acdm,<=50K,8
44,Assoc-acdm,<=50K,8
24,Assoc-voc,<=50K,8
8,Bachelors,>50K,8
39,Bachelors,<=50K,8
56,Bachelors,<=50K,8
99,Bachelors,<=50K,8
65,Doctorate,>50K,8
30,Doctorate,<=50K,8
99,HS-grad,>50K,8
36,HS-grad,>50K,8
51,HS-grad,<=50K,8
85,HS-grad,<=50K,8
42,Masters,>50K,8
16,Masters,<=50K,8
37,Masters,<=50K,8
43,Masters,<=50K,8
45,Prof-school,<=50K,8
12,Some-college,>50K,8
32,Some-college,>50K,8
99,Some-college,>50K,8
72,Some-college,>50K,8
15,Some-college,>50K,8
23,Some-college,<=50K,8
9,Some-college,<=50K,8
50,11th,>50K,9
38,11th,<=50K,9
70,11th,<=50K,9
48,12th,<=50K,9
55,12th,<=50K,9
50,7th-8th,>50K,9
36,7th-8th,<=50K,9
24,7th-8th,<=50K,9
32,7th-8th,<=50K,9
36,Assoc-voc,>50K,9
16,Bachelors,>50K,9
37,Bachelors,>50K,9
75,Bachelors,>50K,9
18,Bachelors,<=50K,9
46,Bachelors,<=50K,9
47,Bachelors,<=50K,9
84,HS-grad,>50K,9
75,HS-grad,>50K,9
21,HS-grad,<=50K,9
23,HS-grad,<=50K,9
19,HS-grad,<=50K,9
90,HS-grad,<=50K,9
80,Masters,>50K,9
42,Masters,<=50K,9
48,Prof-school,>50K,9
25,Some-college,>50K,9
2,Some-college,<=50K,9
11,Some-college,<=50K,9
49,Some-college,<=50K,9
21,Some-college,<=50K,9
58,Some-college,<=50K,9
3,Some-college,<=50K,9
55,10th,<=50K,10
8,10th,<=50K,10
42,11th,<=50K,10
18,12th,<=50K,10
16,12th,<=50K,10
30,1st-4th,<=50K,10
32,5th-6th,<=50K,10
32,9th,<=50K,10
24,9th,<=50K,10
16,9th,<=50K,10
48,9th,<=50K,10
15,9th,<=50K,10
65,Assoc-voc,<=50K,10
10,Assoc-voc,<=50K,10
15,Assoc-voc,<=50K,10
47,Bachelors,>50K,10
72,Bachelors,>50K,10
46,Bachelors,>50K,10
36,Bachelors,>50K,10
72,Bachelors,<=50K,10
4,Bachelors,<=50K,10
7,Bachelors,<=50K,10
35,Doctorate,>50K,10
20,Doctorate,<=50K,10
72,HS-grad,>50K,10
49,HS-grad,<=50K,10
30,Prof-school,>50K,10
55,Prof-school,<=50K,10
43,Some-college,>50K,10
27,Some-college,<=50K,10
54,Some-college,<=50K,10
65,11th,<=50K,11
5,11th,<=50K,11
12,12th,<=50K,11
45,1st-4th,<=50K,11
25,5th-6th,<=50K,11
38,9th,<=50K,11
42,Assoc-voc,>50K,11
55,Assoc-voc,>50K,11
43,Assoc-voc,<=50K,11
24,Bachelors,>50K,11
45,Doctorate,<=50K,11
43,HS-grad,>50K,11
2,HS-grad,<=50K,11
43,Masters,>50K,11
44,Masters,>50K,11
42,Some-college,>50K,11
52,Some-college,>50K,11
33,Some-college,<=50K,11
41,Some-college,<=50K,11
50,10th,>50K,12
36,10th,<=50K,12
48,11th,<=50K,12
10,12th,<=50K,12
38,Assoc-voc,>50K,12
32,Bachelors,>50K,12
28,Bachelors,<=50K,12
5,Bachelors,<=50K,12
6,Bachelors,<=50K,12
70,Doctorate,>50K,12
62,HS-grad,<=50K,12
30,Masters,>50K,12
65,Masters,<=50K,12
20,Prof-school,<=50K,12
35,Prof-school,<=50K,12
36,Some-college,>50K,12
17,Some-college,<=50K,12
84,Some-college,<=50K,12
32,10th,<=50K,13
20,1st-4th,<=50K,13
15,7th-8th,<=50K,13
25,Bachelors,>50K,13
56,HS-grad,>50K,13
17,HS-grad,<=50K,13
26,HS-grad,<=50K,13
20,Masters,>50K,13
15,Masters,<=50K,13
70,Prof-school,>50K,13
80,Some-college,>50K,13
5,Some-college,<=50K,13
26,Some-college,<=50K,13
47,Some-college,<=50K,13
18,11th,<=50K,14
55,11th,<=50K,14
30,5th-6th,<=50K,14
38,7th-8th,<=50K,14
55,Assoc-acdm,>50K,14
42,Assoc-acdm,<=50K,14
80,Bachelors,>50K,14
39,HS-grad,<=50K,14
27,HS-grad,<=50K,14
48,Masters,<=50K,14
80,Prof-school,>50K,14
65,Prof-school,>50K,14
99,Some-college,<=50K,14
24,10th,<=50K,15
16,10th,<=50K,15
36,11th,<=50K,15
15,12th,<=50K,15
35,1st-4th,<=50K,15
45,5th-6th,<=50K,15
48,Assoc-acdm,<=50K,15
15,Assoc-acdm,<=50K,15
42,Assoc-voc,<=50K,15
44,Assoc-voc,<=50K,15
12,Bachelors,<=50K,15
54,HS-grad,<=50K,15
10,Masters,<=50K,15
70,Masters,<=50K,15
34,Some-college,<=50K,15
48,10th,<=50K,16
40,5th-6th,>50K,16
25,9th,<=50K,16
16,Bachelors,<=50K,16
80,Bachelors,<=50K,16
46,HS-grad,>50K,16
53,HS-grad,<=50K,16
6,HS-grad,<=50K,16
41,HS-grad,<=50K,16
60,Prof-school,<=50K,16
70,10th,<=50K,17
45,12th,<=50K,17
50,5th-6th,<=50K,17
20,5th-6th,<=50K,17
40,9th,>50K,17
25,Assoc-voc,<=50K,17
52,Bachelors,>50K,17
43,Bachelors,>50K,17
52,Bachelors,<=50K,17
50,Doctorate,<=50K,17
20,HS-grad,>50K,17
34,HS-grad,<=50K,17
14,HS-grad,<=50K,17
48,Masters,>50K,17
56,Some-college,>50K,17
39,Some-college,<=50K,17
75,Some-college,<=50K,17
32,Assoc-voc,<=50K,18
24,Bachelors,<=50K,18
60,Doctorate,<=50K,18
80,HS-grad,>50K,18
3,HS-grad,<=50K,18
24,11th,<=50K,19
32,11th,<=50K,19
25,7th-8th,<=50K,19
22,HS-grad,<=50K,19
30,Some-college,>50K,19
35,5th-6th,<=50K,20
36,Assoc-acdm,<=50K,20
32,Assoc-acdm,<=50K,20
75,HS-grad,<=50K,20
84,HS-grad,<=50K,20
47,HS-grad,<=50K,20
65,Masters,>50K,20
70,Some-college,>50K,20
14,Some-college,<=50K,20
46,Some-college,<=50K,20
56,Some-college,<=50K,20
6,Some-college,<=50K,20
50,12th,<=50K,21
60,7th-8th,<=50K,21
48,7th-8th,<=50K,21
44,Bachelors,<=50K,21
5,HS-grad,<=50K,21
4,HS-grad,<=50K,21
38,10th,<=50K,22
12,10th,<=50K,22
55,Assoc-acdm,<=50K,22
38,Assoc-acdm,<=50K,22
48,Assoc-voc,<=50K,22
36,Bachelors,<=50K,22
25,12th,<=50K,23
10,7th-8th,<=50K,23
44,HS-grad,>50K,23
25,Masters,<=50K,23
65,Some-college,>50K,23
22,Some-college,<=50K,23
4,Some-college,<=50K,23
72,Some-college,<=50K,23
8,11th,<=50K,24
60,Assoc-acdm,>50K,24
48,Assoc-voc,>50K,24
52,HS-grad,>50K,24
72,HS-grad,<=50K,24
70,Masters,>50K,24
10,10th,<=50K,25
35,12th,<=50K,25
30,9th,<=50K,25
55,Doctorate,>50K,25
70,HS-grad,>50K,25
56,HS-grad,<=50K,25
38,Masters,>50K,25
38,Masters,<=50K,25
50,Prof-school,<=50K,25
20,Some-college,>50K,25
40,7th-8th,>50K,26
8,Bachelors,<=50K,26
35,Prof-school,>50K,26
38,Some-college,>50K,26
40,12th,>50K,27
55,Assoc-voc,<=50K,27
44,Bachelors,>50K,27
43,Bachelors,<=50K,27
38,HS-grad,>50K,27
30,HS-grad,>50K,27
44,Some-college,>50K,27
80,Some-college,<=50K,27
60,10th,<=50K,28
20,9th,<=50K,28
38,Bachelors,>50K,28
30,Bachelors,>50K,28
60,Assoc-voc,>50K,29
36,Assoc-voc,<=50K,29
38,Assoc-voc,<=50K,29
37,Bachelors,<=50K,29
42,HS-grad,>50K,29
45,9th,<=50K,30
33,HS-grad,<=50K,30
18,HS-grad,<=50K,30
10,11th,<=50K,31
25,Assoc-acdm,<=50K,31
42,Bachelors,>50K,31
65,Bachelors,<=50K,31
65,HS-grad,>50K,32
99,HS-grad,<=50K,32
45,7th-8th,<=50K,33
55,Masters,<=50K,34
45,Assoc-voc,>50K,35
18,Some-college,<=50K,35
52,Some-college,<=50K,35
28,Some-college,<=50K,35
12,11th,<=50K,36
45,11th,<=50K,36
35,9th,<=50K,36
65,Bachelors,>50K,36
46,HS-grad,<=50K,36
20,Bachelors,>50K,37
25,10th,<=50K,38
50,9th,<=50K,38
42,Bachelors,<=50K,38
45,Doctorate,>50K,38
43,Some-college,<=50K,38
15,10th,<=50K,39
60,11th,<=50K,39
16,11th,<=50K,39
30,12th,<=50K,39
32,Bachelors,<=50K,39
30,7th-8th,<=50K,40
20,Assoc-voc,<=50K,40
30,Masters,<=50K,40
40,10th,>50K,41
70,Bachelors,>50K,41
70,Bachelors,<=50K,41
80,HS-grad,<=50K,41
40,Preschool,<=50K,41
20,7th-8th,<=50K,42
45,Assoc-acdm,>50K,42
10,Bachelors,<=50K,42
35,Some-college,>50K,42
45,10th,<=50K,43
50,7th-8th,<=50K,43
40,11th,>50K,44
55,Prof-school,>50K,44
44,Some-college,<=50K,44
52,HS-grad,<=50K,45
37,Some-college,<=50K,45
50,10th,<=50K,46
30,Assoc-acdm,<=50K,46
60,Assoc-acdm,<=50K,46
8,Some-college,<=50K,46
35,7th-8th,<=50K,47
42,Some-college,<=50K,47
20,Assoc-acdm,<=50K,50
20,Masters,<=50K,50
35,Assoc-acdm,<=50K,51
30,Assoc-voc,<=50K,51
35,Assoc-voc,<=50K,51
35,Masters,<=50K,51
35,HS-grad,>50K,52
35,Masters,>50K,52
50,11th,<=50K,53
40,Doctorate,<=50K,53
45,Prof-school,>50K,53
70,Some-college,<=50K,54
60,Assoc-voc,<=50K,55
12,HS-grad,<=50K,55
48,Some-college,>50K,55
36,Some-college,<=50K,55
65,Some-college,<=50K,55
20,12th,<=50K,57
28,HS-grad,<=50K,58
43,HS-grad,<=50K,58
8,HS-grad,<=50K,59
35,10th,<=50K,60
48,Bachelors,<=50K,60
15,Bachelors,<=50K,60
25,11th,<=50K,61
60,Doctorate,>50K,61
60,Masters,<=50K,61
48,Bachelors,>50K,62
50,Assoc-voc,>50K,64
40,Prof-school,<=50K,65
35,11th,<=50K,66
12,Some-college,<=50K,66
25,Bachelors,<=50K,67
48,HS-grad,>50K,67
55,Some-college,>50K,67
50,Assoc-acdm,>50K,68
10,HS-grad,<=50K,68
65,HS-grad,<=50K,69
38,Bachelors,<=50K,70
55,Masters,>50K,71
20,10th,<=50K,72
50,Assoc-acdm,<=50K,73
45,Assoc-voc,<=50K,73
35,Bachelors,>50K,75
30,10th,<=50K,76
45,Assoc-acdm,<=50K,78
32,Some-college,<=50K,78
55,HS-grad,>50K,79
16,HS-grad,<=50K,81
16,Some-college,<=50K,81
15,11th,<=50K,85
50,Doctorate,>50K,86
30,11th,<=50K,88
42,HS-grad,<=50K,88
45,Masters,<=50K,88
44,HS-grad,<=50K,90
37,HS-grad,<=50K,90
36,HS-grad,<=50K,91
50,Assoc-voc,<=50K,93
60,Prof-school,>50K,97
70,HS-grad,<=50K,107
24,Some-college,<=50K,107
24,HS-grad,<=50K,108
48,Some-college,<=50K,110
55,Bachelors,<=50K,115
15,HS-grad,<=50K,116
55,Some-college,<=50K,119
40,1st-4th,<=50K,123
40,Doctorate,>50K,126
50,Masters,<=50K,128
50,Prof-school,>50K,132
40,Prof-school,>50K,134
45,Masters,>50K,139
60,Masters,>50K,141
38,Some-college,<=50K,141
10,Some-college,<=50K,141
32,HS-grad,<=50K,145
60,Some-college,>50K,146
45,Some-college,>50K,161
40,Assoc-acdm,>50K,168
45,HS-grad,>50K,168
55,Bachelors,>50K,171
30,Bachelors,<=50K,171
20,Bachelors,<=50K,172
60,HS-grad,>50K,173
20,11th,<=50K,175
55,HS-grad,<=50K,175
15,Some-college,<=50K,201
35,Bachelors,<=50K,209
60,Bachelors,<=50K,212
48,HS-grad,<=50K,217
38,HS-grad,<=50K,225
40,Assoc-voc,>50K,246
60,Bachelors,>50K,258
25,HS-grad,<=50K,262
40,12th,<=50K,273
60,Some-college,<=50K,273
40,5th-6th,<=50K,286
50,Some-college,>50K,286
50,HS-grad,>50K,294
50,Masters,>50K,298
45,Bachelors,<=50K,322
25,Some-college,<=50K,324
45,Bachelors,>50K,350
45,Some-college,<=50K,358
40,9th,<=50K,376
35,Some-college,<=50K,415
40,7th-8th,<=50K,429
60,HS-grad,<=50K,431
20,HS-grad,<=50K,446
30,Some-college,<=50K,458
50,Bachelors,<=50K,465
40,Masters,<=50K,496
40,Masters,>50K,503
30,HS-grad,<=50K,506
50,Some-college,<=50K,512
40,Assoc-acdm,<=50K,542
20,Some-college,<=50K,563
45,HS-grad,<=50K,587
35,HS-grad,<=50K,588
40,10th,<=50K,613
50,Bachelors,>50K,630
40,11th,<=50K,707
50,HS-grad,<=50K,803
40,Assoc-voc,<=50K,840
40,Some-college,>50K,945
40,HS-grad,>50K,1261
40,Bachelors,>50K,1292
40,Bachelors,<=50K,2187
40,Some-college,<=50K,3901
40,HS-grad,<=50K,7021
